Animal testing is cruel and inhumane,"Animals do not have rights, therefore it is acceptable to experiment on them",Churches should be taxed like corporations,Criminals should not have the right to vote,Do you believe in Astrology?,Do you believe intelligent alien civilizations in the universe do exist?,Do you consume alcoholic beverages?,Do you eat meat?,Do you have a car?,Do you play Pokemon Go?,Do you smoke?,Do you think global warming is mainly caused by human activity?,Do you think marijuana consumption should be legalized?,Do you use online dating?,Have you watched Game Of Thrones?,How did you meet your significant other?,How do you squeeze your toothpaste?,"If there were US elections tomorrow, which party would you support?",Obesity is a disease,"Playing violent video games causes more aggression, bullying, and fighting",Should public alcohol consumption be legal?,What flavor of potato chips do you prefer?,What is your gender?,What is your highest achieved education level?,What is your preferred music genre?,What is your preferred style of eggs?,What kind of breakfast drink do you prefer?,What kind of phone do you have?,Which category below includes your age?,Which kind of vacation do you prefer?,Which seat do you prefer on a flight?,Would you rather drive an electric car or a gas-powered car?
Agree,Disagree,Neither agree nor disagree,Neither agree nor disagree,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Dating App or Dating service,I squeeze and/or roll it from the back to the front.,Democrats,Disagree,Neither agree nor disagree,Yes,Sour Cream and Onion,Male,Associate's degree,Rock,Scrambled,Milk,Android,35-44,Mountains,Window,Gas
Agree,Agree,Agree,Agree,No,No,No,No,Yes,No,Yes,Yes,No,No,No,School,I squeeze it from the middle.,Democrats,Agree,Agree,Yes,Barbecue,Male,Bachelor's degree,Hip-Hop / Rap,Scrambled,Water,Android,25-34,Cities,Middle,Electric
Agree,Disagree,Disagree,Neither agree nor disagree,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,At work,I squeeze and/or roll it from the back to the front.,Republicans,Agree,Agree,No,Barbecue,Female,High School graduate,Pop,I don't eat eggs,Juice,Android,25-34,Beach,Aisle,Gas
Agree,Neither agree nor disagree,Disagree,Agree,No,No,No,No,Yes,No,No,No,No,No,No,Through friends,I squeeze and/or roll it from the back to the front.,Republicans,Disagree,Neither agree nor disagree,No,Sour Cream and Onion,Male,Bachelor's degree,Rock,Scrambled,Coffee,Android,45-54,Beach,Middle,Gas
Agree,Disagree,Agree,Agree,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Dating App or Dating service,I squeeze it from anywhere.,Democrats,Agree,Neither agree nor disagree,Yes,Cheddar And Sour Cream,Female,Bachelor's degree,Hip-Hop / Rap,Poached,Coffee,iPhone,25-34,Beach,Window,Gas
Agree,Disagree,Disagree,Agree,No,No,No,Yes,Yes,No,No,Yes,No,Yes,Yes,"Through Sports, Religion, Or Hobbies",I squeeze it from anywhere.,Republicans,Agree,Disagree,No,Original / Plain,Female,"Doctoral degree (PhD, MD, JD or other professional degree)",Country / Folk,Scrambled,Milk,iPhone,25-34,Mountains,Window,Electric
Neither agree nor disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Dating App or Dating service,I squeeze and/or roll it from the back to the front.,Democrats,Disagree,Disagree,Yes,Sea Salt & Vinegar,Male,Master's degree,Hip-Hop / Rap,Scrambled,Coffee,iPhone,35-44,Cities,Aisle,Gas
Neither agree nor disagree,Neither agree nor disagree,Agree,Disagree,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Other (please specify),I squeeze and/or roll it from the back to the front.,Democrats,Agree,Disagree,Yes,Sea Salt & Vinegar,Male,High School graduate,Other (please specify),Over Easy/Over Medium/Over Hard,Juice,Android,45-54,Cities,Window,Electric
Agree,Disagree,Agree,Agree,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,I havent' met him/her yet.,I squeeze it from the middle.,Republicans,Disagree,Agree,No,Sea Salt & Vinegar,Male,Associate's degree,Hip-Hop / Rap,Scrambled,Coffee,Android,18-24,Beach,Window,Electric
Neither agree nor disagree,Disagree,Disagree,Disagree,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,"Through Sports, Religion, Or Hobbies",I squeeze it from the middle.,Democrats,Disagree,Disagree,Yes,Cheddar And Sour Cream,Female,Associate's degree,Electronic,Scrambled,Coffee,Android,25-34,Mountains,Window,Electric
Agree,Disagree,Agree,Neither agree nor disagree,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Dating App or Dating service,I squeeze and/or roll it from the back to the front.,Democrats,Disagree,Disagree,No,Sour Cream and Onion,Male,Bachelor's degree,Rock,Over Easy/Over Medium/Over Hard,Juice,Android,35-44,Cities,Aisle,Gas
Agree,Disagree,Disagree,Agree,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,At work,I squeeze it from the middle.,Democrats,Agree,Agree,No,Sour Cream and Onion,Female,Bachelor's degree,Pop,Over Easy/Over Medium/Over Hard,Coffee,Android,55-64,Beach,Aisle,Electric
Neither agree nor disagree,Disagree,Agree,Neither agree nor disagree,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No,I havent' met him/her yet.,I squeeze and/or roll it from the back to the front.,Democrats,Agree,Neither agree nor disagree,No,Cheese,Female,Bachelor's degree,Other (please specify),Sunny Side up,Water,Android,18-24,Mountains,Window,Electric
Agree,Disagree,Agree,Neither agree nor disagree,Yes,No,No,No,No,Yes,No,Yes,No,No,Yes,I havent' met him/her yet.,I squeeze it from the middle.,Democrats,Agree,Disagree,No,Sour Cream and Onion,Male,Master's degree,Hip-Hop / Rap,Boiled,Juice,Android,25-34,Mountains,Window,Electric
Agree,Disagree,Disagree,Disagree,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Through friends,I squeeze it from the top.,Republicans,Disagree,Agree,Yes,Cheese,Male,Master's degree,Hip-Hop / Rap,Poached,Tea,iPhone,25-34,Beach,Window,Electric
Agree,Disagree,Disagree,Disagree,No,No,No,Yes,Yes,No,No,Yes,No,No,Yes,At work,I squeeze it from the middle.,Democrats,Agree,Agree,No,Cheese,Male,Master's degree,Pop,Scrambled,Coffee,Android,35-44,Beach,Middle,Electric
Agree,Disagree,Agree,Disagree,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,I havent' met him/her yet.,I squeeze it from the middle.,Democrats,Agree,Neither agree nor disagree,No,None / I don't eat chips,Female,Other (please specify),Other (please specify),Scrambled,Water,Other (please specify),55-64,Cities,Aisle,Electric
Agree,Disagree,Agree,Agree,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,At work,I squeeze it from the middle.,Republicans,Disagree,Disagree,No,Barbecue,Female,Associate's degree,Pop,I don't eat eggs,Coffee,iPhone,45-54,Beach,Window,Gas
Agree,Disagree,Disagree,Disagree,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,"Through Sports, Religion, Or Hobbies",I squeeze and/or roll it from the back to the front.,Republicans,Disagree,Neither agree nor disagree,No,Sea Salt & Vinegar,Male,Bachelor's degree,Hip-Hop / Rap,Boiled,Coffee,Android,25-34,Mountains,Aisle,Electric
Disagree,Agree,Agree,Agree,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,School,I squeeze and/or roll it from the back to the front.,Democrats,Neither agree nor disagree,Disagree,No,Sea Salt & Vinegar,Female,High School graduate,Hip-Hop / Rap,Scrambled,Juice,Android,25-34,Mountains,Window,Electric
Disagree,Disagree,Disagree,Agree,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,Through friends,I squeeze and/or roll it from the back to the front.,Republicans,Disagree,Agree,Yes,Original / Plain,Male,High School graduate,Rock,Over Easy/Over Medium/Over Hard,Water,Android,55-64,Beach,Window,Electric
Agree,Disagree,Disagree,Disagree,Yes,No,No,Yes,No,No,No,Yes,No,No,No,I havent' met him/her yet.,I squeeze it from the top.,Democrats,Agree,Neither agree nor disagree,No,Barbecue,Female,Bachelor's degree,Hip-Hop / Rap,Scrambled,Juice,Android,25-34,Beach,Middle,Gas
Agree,Disagree,Neither agree nor disagree,Disagree,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,At work,I squeeze and/or roll it from the back to the front.,Democrats,Neither agree nor disagree,Disagree,No,Original / Plain,Female,Associate's degree,Country / Folk,Sunny Side up,Coffee,iPhone,25-34,Mountains,Window,Electric
Agree,Disagree,Disagree,Agree,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Through friends,I squeeze and/or roll it from the back to the front.,Democrats,Neither agree nor disagree,Agree,No,Sea Salt & Vinegar,Male,Bachelor's degree,Hip-Hop / Rap,Boiled,Milk,Android,25-34,Cities,Aisle,Electric
Agree,Disagree,Agree,Disagree,No,No,Yes,Yes,Yes,No,No,No,Yes,No,Yes,At work,I squeeze it from the middle.,Democrats,Disagree,Agree,Yes,Sour Cream and Onion,Female,Associate's degree,Hip-Hop / Rap,Over Easy/Over Medium/Over Hard,Water,Android,35-44,Beach,Window,Gas
Agree,Disagree,Agree,Disagree,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,I havent' met him/her yet.,I squeeze it from anywhere.,Democrats,Agree,Disagree,Yes,Jalapeno,Male,Other (please specify),Hip-Hop / Rap,Scrambled,Juice,Android,25-34,Beach,Window,Electric
Agree,Disagree,Disagree,Disagree,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,"Through Sports, Religion, Or Hobbies",I squeeze and/or roll it from the back to the front.,Democrats,Agree,Neither agree nor disagree,No,Cheddar And Sour Cream,Male,Associate's degree,Other (please specify),Scrambled,Water,Android,55-64,Beach,Window,Gas
Agree,Disagree,Disagree,Agree,No,No,No,Yes,Yes,No,No,No,Yes,No,No,Through friends,I squeeze it from the middle.,Republicans,Agree,Agree,No,Sour Cream and Onion,Female,High School graduate,Country / Folk,Scrambled,Coffee,Android,35-44,Beach,Window,Gas
Agree,Disagree,Disagree,Agree,No,No,No,Yes,Yes,No,No,Yes,No,No,No,Dating App or Dating service,I squeeze and/or roll it from the back to the front.,Republicans,Neither agree nor disagree,Neither agree nor disagree,Yes,Sea Salt & Vinegar,Female,Bachelor's degree,Rock,Scrambled,Coffee,iPhone,35-44,Mountains,Window,Gas
Disagree,Neither agree nor disagree,Disagree,Agree,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Family,I squeeze it from the middle.,Democrats,Agree,Disagree,Yes,Original / Plain,Male,Bachelor's degree,Classical,Scrambled,Juice,Android,25-34,Beach,Middle,Gas
Agree,Disagree,Agree,Disagree,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,At a bar / nightclub,I squeeze and/or roll it from the back to the front.,Democrats,Disagree,Disagree,Yes,Cheddar And Sour Cream,Male,High School graduate,Hip-Hop / Rap,Over Easy/Over Medium/Over Hard,Coffee,I don't have a phone,18-24,Beach,Window,Gas
Agree,Disagree,Agree,Disagree,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,At work,I squeeze it from the middle.,Democrats,Agree,Agree,Yes,Sea Salt & Vinegar,Female,High School graduate,Hip-Hop / Rap,Scrambled,Coffee,Android,35-44,Cities,Aisle,Electric
Disagree,Disagree,Agree,Agree,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,At work,I squeeze and/or roll it from the back to the front.,Democrats,Agree,Agree,Yes,Sea Salt & Vinegar,Male,Bachelor's degree,Rock,Sunny Side up,Water,Android,25-34,Mountains,Aisle,Electric
Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,Other (please specify),I squeeze and/or roll it from the back to the front.,Republicans,Neither agree nor disagree,Agree,No,Barbecue,Female,High School graduate,Country / Folk,Over Easy/Over Medium/Over Hard,Coffee,Android,65+,Beach,Aisle,Gas
Agree,Disagree,Neither agree nor disagree,Disagree,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,No,I havent' met him/her yet.,I squeeze it from anywhere.,Democrats,Neither agree nor disagree,Disagree,Yes,Original / Plain,Female,High School graduate,Hip-Hop / Rap,Sunny Side up,Tea,iPhone,18-24,Cities,Window,Gas
Neither agree nor disagree,Disagree,Disagree,Agree,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,I havent' met him/her yet.,I squeeze it from anywhere.,Republicans,Neither agree nor disagree,Neither agree nor disagree,Yes,Sour Cream and Onion,Male,Bachelor's degree,Rock,Over Easy/Over Medium/Over Hard,Coffee,iPhone,25-34,Mountains,Window,Gas
Agree,Disagree,Agree,Disagree,No,Yes,No,Yes,No,Yes,No,Yes,Yes,No,Yes,Through friends,I squeeze and/or roll it from the back to the front.,Republicans,Agree,Disagree,No,Cheddar And Sour Cream,Male,High School graduate,Rock,Scrambled,Juice,Android,35-44,Cities,Aisle,Gas
Neither agree nor disagree,Disagree,Disagree,Neither agree nor disagree,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,At work,I squeeze and/or roll it from the back to the front.,Democrats,Disagree,Disagree,No,Barbecue,Male,Associate's degree,Rock,Sunny Side up,Coffee,iPhone,35-44,Cities,Window,Electric
Agree,Disagree,Neither agree nor disagree,Neither agree nor disagree,No,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Dating App or Dating service,I squeeze and/or roll it from the back to the front.,Democrats,Neither agree nor disagree,Neither agree nor disagree,Yes,Sea Salt & Vinegar,Female,Bachelor's degree,Rock,Sunny Side up,Water,iPhone,25-34,Beach,Aisle,Electric
Agree,Disagree,Agree,Disagree,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Through friends,I squeeze it from anywhere.,Democrats,Neither agree nor disagree,Neither agree nor disagree,No,Sea Salt & Vinegar,Female,Other (please specify),Country / Folk,Over Easy/Over Medium/Over Hard,Coffee,Android,25-34,Mountains,Window,Electric
Agree,Disagree,Disagree,Agree,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,At work,I squeeze it from the middle.,Democrats,Agree,Disagree,No,Cheddar And Sour Cream,Female,Bachelor's degree,Hip-Hop / Rap,Scrambled,Water,iPhone,18-24,Cities,Aisle,Gas
Agree,Neither agree nor disagree,Disagree,Disagree,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,School,I squeeze it from the middle.,Democrats,Disagree,Disagree,No,Cheddar And Sour Cream,Male,Bachelor's degree,Hip-Hop / Rap,Scrambled,Water,Android,18-24,Beach,Aisle,Gas
Agree,Disagree,Agree,Agree,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Other (please specify),I squeeze it from the middle.,Democrats,Neither agree nor disagree,Disagree,No,Sour Cream and Onion,Male,High School graduate,Electronic,Scrambled,Milk,Android,25-34,Beach,Window,Electric
Agree,Disagree,Agree,Disagree,No,No,No,No,No,No,No,Yes,No,No,No,I havent' met him/her yet.,I squeeze it from anywhere.,Democrats,Neither agree nor disagree,Disagree,No,Original / Plain,Female,Master's degree,Pop,Scrambled,Water,Android,35-44,Mountains,Aisle,Electric
Agree,Disagree,Agree,Disagree,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Through friends,I squeeze it from anywhere.,Democrats,Agree,Disagree,No,None / I don't eat chips,Male,High School graduate,Rock,Sunny Side up,Water,Android,18-24,Beach,Aisle,Electric
Neither agree nor disagree,Disagree,Disagree,Disagree,No,No,Yes,Yes,Yes,No,No,Yes,No,No,No,Other (please specify),I squeeze it from the middle.,Republicans,Agree,Agree,Yes,Cheddar And Sour Cream,Female,Master's degree,Country / Folk,Scrambled,Coffee,Android,35-44,Mountains,Window,Electric
Agree,Disagree,Agree,Agree,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,I havent' met him/her yet.,I squeeze and/or roll it from the back to the front.,Republicans,Neither agree nor disagree,Disagree,Yes,Cheddar And Sour Cream,Female,High School graduate,Pop,Over Easy/Over Medium/Over Hard,Coffee,Android,25-34,Mountains,Window,Electric
Agree,Disagree,Disagree,Agree,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,At work,I squeeze it from the middle.,Democrats,Disagree,Neither agree nor disagree,No,Barbecue,Female,Associate's degree,Pop,Scrambled,Coffee,iPhone,65+,Mountains,Window,Electric
Agree,Disagree,Disagree,Agree,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Family,I squeeze and/or roll it from the back to the front.,Republicans,Disagree,Agree,Yes,Sea Salt & Vinegar,Female,Bachelor's degree,Rock,Scrambled,Coffee,Android,25-34,Beach,Middle,Electric
Agree,Disagree,Disagree,Disagree,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,At work,I squeeze and/or roll it from the back to the front.,Republicans,Agree,Disagree,No,Jalapeno,Male,Bachelor's degree,Hip-Hop / Rap,Over Easy/Over Medium/Over Hard,Coffee,iPhone,18-24,Beach,Window,Gas
Disagree,Disagree,Agree,Agree,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,At work,I squeeze it from the middle.,Democrats,Neither agree nor disagree,Agree,Yes,Sour Cream and Onion,Male,Bachelor's degree,Hip-Hop / Rap,Scrambled,Milk,iPhone,25-34,Beach,Middle,Electric
Disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,I havent' met him/her yet.,I squeeze and/or roll it from the back to the front.,Republicans,Disagree,Agree,No,Sour Cream and Onion,Male,Bachelor's degree,Rock,Scrambled,Coffee,iPhone,25-34,Beach,Window,Electric
Disagree,Agree,Disagree,Neither agree nor disagree,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,School,I squeeze it from the middle.,Republicans,Disagree,Agree,Yes,Original / Plain,Male,Associate's degree,Rock,Sunny Side up,Juice,Android,45-54,Cities,Aisle,Gas
Agree,Disagree,Agree,Disagree,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Other (please specify),I squeeze and/or roll it from the back to the front.,Democrats,Neither agree nor disagree,Neither agree nor disagree,No,Sea Salt & Vinegar,Female,Other (please specify),Classical,Over Easy/Over Medium/Over Hard,Tea,Android,25-34,Mountains,Window,Electric
Agree,Disagree,Disagree,Agree,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,I havent' met him/her yet.,I squeeze and/or roll it from the back to the front.,Democrats,Agree,Neither agree nor disagree,Yes,Sea Salt & Vinegar,Male,Bachelor's degree,Hip-Hop / Rap,Scrambled,Coffee,iPhone,25-34,Beach,Window,Gas
Agree,Disagree,Disagree,Agree,No,No,Yes,Yes,Yes,No,No,Yes,No,No,No,I havent' met him/her yet.,I squeeze it from the top.,Democrats,Disagree,Agree,Yes,Original / Plain,Female,High School graduate,Rock,Over Easy/Over Medium/Over Hard,Coffee,Other (please specify),65+,Beach,Window,Gas
Disagree,Agree,Neither agree nor disagree,Agree,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,I havent' met him/her yet.,I squeeze and/or roll it from the back to the front.,Democrats,Neither agree nor disagree,Agree,No,Sea Salt & Vinegar,Male,Bachelor's degree,Hip-Hop / Rap,Scrambled,Coffee,iPhone,25-34,Beach,Window,Gas
Agree,Disagree,Disagree,Agree,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Through friends,I squeeze it from anywhere.,Republicans,Disagree,Agree,Yes,Sour Cream and Onion,Female,Bachelor's degree,Pop,Boiled,Coffee,iPhone,55-64,Beach,Window,Electric
Agree,Disagree,Neither agree nor disagree,Agree,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,At work,I squeeze and/or roll it from the back to the front.,Democrats,Agree,Agree,Yes,Sea Salt & Vinegar,Female,High School graduate,Rock,Scrambled,Other (please specify),Android,35-44,Beach,Aisle,Electric
Agree,Disagree,Disagree,Agree,No,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,Dating App or Dating service,I squeeze it from the middle.,Republicans,Agree,Agree,No,Cheddar And Sour Cream,Female,High School graduate,Rock,Scrambled,Coffee,Android,25-34,Mountains,Window,Gas
Agree,Disagree,Agree,Agree,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,I havent' met him/her yet.,I squeeze and/or roll it from the back to the front.,Democrats,Disagree,Agree,No,Barbecue,Female,High School graduate,Pop,Over Easy/Over Medium/Over Hard,Coffee,iPhone,25-34,Beach,Window,Electric
Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Other (please specify),I squeeze and/or roll it from the back to the front.,Democrats,Disagree,Neither agree nor disagree,No,Barbecue,Male,Associate's degree,Other (please specify),Sunny Side up,Water,Android,35-44,Beach,Aisle,Gas
Agree,Disagree,Agree,Neither agree nor disagree,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,At work,I squeeze and/or roll it from the back to the front.,Democrats,Disagree,Agree,Yes,Sea Salt & Vinegar,Female,Bachelor's degree,Rock,Poached,Coffee,Android,25-34,Beach,Window,Electric
Agree,Disagree,Agree,Disagree,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No,At work,I squeeze it from the middle.,Democrats,Agree,Agree,Yes,Cheddar And Sour Cream,Female,High School graduate,Rock,Scrambled,Coffee,iPhone,35-44,Beach,Aisle,Electric
Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,At a bar / nightclub,I squeeze it from the middle.,Democrats,Agree,Neither agree nor disagree,No,Sour Cream and Onion,Male,Bachelor's degree,Rock,Sunny Side up,Juice,Android,55-64,Cities,Window,Gas
Agree,Disagree,Disagree,Agree,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Through friends,I squeeze it from anywhere.,Republicans,Disagree,Agree,Yes,Barbecue,Female,Associate's degree,Country / Folk,Scrambled,Tea,iPhone,25-34,Mountains,Window,Gas
Agree,Disagree,Disagree,Agree,Yes,No,Yes,Yes,No,No,No,Yes,Yes,No,Yes,At work,I squeeze it from anywhere.,Democrats,Neither agree nor disagree,Agree,Yes,Cheddar And Sour Cream,Female,Associate's degree,Hip-Hop / Rap,Scrambled,Tea,iPhone,35-44,Beach,Aisle,Electric
Disagree,Agree,Disagree,Neither agree nor disagree,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Other (please specify),I squeeze and/or roll it from the back to the front.,Democrats,Disagree,Agree,Yes,Sea Salt & Vinegar,Male,Bachelor's degree,Rock,Sunny Side up,Juice,iPhone,45-54,Beach,Window,Gas
Agree,Disagree,Neither agree nor disagree,Neither agree nor disagree,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,I havent' met him/her yet.,I squeeze and/or roll it from the back to the front.,Democrats,Agree,Disagree,No,Original / Plain,Male,Bachelor's degree,Hip-Hop / Rap,Sunny Side up,Juice,Android,25-34,Mountains,Window,Electric
Agree,Disagree,Disagree,Agree,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Through friends,I squeeze and/or roll it from the back to the front.,Republicans,Disagree,Disagree,No,Sour Cream and Onion,Male,Master's degree,Rock,Boiled,Juice,iPhone,25-34,Mountains,Middle,Electric
Agree,Neither agree nor disagree,Disagree,Neither agree nor disagree,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,School,I squeeze it from anywhere.,Democrats,Neither agree nor disagree,Disagree,Yes,Sea Salt & Vinegar,Male,High School graduate,Hip-Hop / Rap,Scrambled,Juice,iPhone,18-24,Beach,Window,Electric
Agree,Disagree,Agree,Disagree,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,Other (please specify),I squeeze and/or roll it from the back to the front.,Democrats,Neither agree nor disagree,Disagree,Yes,Original / Plain,Female,Bachelor's degree,Country / Folk,Scrambled,Coffee,Android,45-54,Mountains,Window,Gas
Neither agree nor disagree,Disagree,Neither agree nor disagree,Disagree,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No,At work,I squeeze and/or roll it from the back to the front.,Republicans,Disagree,Neither agree nor disagree,Yes,Original / Plain,Female,Bachelor's degree,Rock,Scrambled,Other (please specify),Android,35-44,Beach,Aisle,Gas
Agree,Disagree,Disagree,Neither agree nor disagree,No,No,No,No,Yes,No,No,No,No,No,Yes,Other (please specify),I squeeze and/or roll it from the back to the front.,Republicans,Agree,Agree,Yes,Barbecue,Female,Bachelor's degree,Electronic,Scrambled,Juice,iPhone,35-44,Beach,Window,Gas
Agree,Disagree,Disagree,Disagree,No,No,Yes,No,No,No,No,Yes,Yes,No,Yes,At a bar / nightclub,I squeeze and/or roll it from the back to the front.,Democrats,Agree,Agree,Yes,Jalapeno,Female,Master's degree,Country / Folk,Over Easy/Over Medium/Over Hard,Tea,iPhone,25-34,Cities,Window,Electric
Neither agree nor disagree,Disagree,Disagree,Agree,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Through friends,I squeeze and/or roll it from the back to the front.,Republicans,Neither agree nor disagree,Neither agree nor disagree,Yes,Jalapeno,Male,Bachelor's degree,Rock,Over Easy/Over Medium/Over Hard,Coffee,Android,55-64,Mountains,Aisle,Gas
Neither agree nor disagree,Disagree,Agree,Neither agree nor disagree,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,School,I squeeze and/or roll it from the back to the front.,Democrats,Agree,Agree,Yes,Original / Plain,Female,High School graduate,Country / Folk,Sunny Side up,Coffee,iPhone,18-24,Mountains,Window,Electric
Agree,Disagree,Agree,Disagree,No,Yes,No,No,Yes,No,No,Yes,No,Yes,No,I havent' met him/her yet.,I squeeze it from the middle.,Democrats,Agree,Disagree,Yes,Original / Plain,Male,Master's degree,Rock,Sunny Side up,Coffee,iPhone,45-54,Beach,Aisle,Gas
Agree,Disagree,Agree,Disagree,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,"Through Sports, Religion, Or Hobbies",I squeeze it from the middle.,Democrats,Agree,Agree,No,Sour Cream and Onion,Female,Master's degree,Pop,Poached,Tea,iPhone,25-34,Beach,Aisle,Gas
Neither agree nor disagree,Disagree,Agree,Agree,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Through friends,I squeeze it from the middle.,Democrats,Disagree,Agree,Yes,Barbecue,Male,Bachelor's degree,Rock,Over Easy/Over Medium/Over Hard,Coffee,iPhone,18-24,Beach,Window,Gas
Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,Dating App or Dating service,I squeeze and/or roll it from the back to the front.,Republicans,Disagree,Disagree,No,Sea Salt & Vinegar,Female,Bachelor's degree,Rock,Scrambled,Coffee,Android,35-44,Beach,Window,Gas
Agree,Disagree,Disagree,Agree,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Through friends,I squeeze it from the middle.,Democrats,Agree,Neither agree nor disagree,No,Cheddar And Sour Cream,Female,Master's degree,Other (please specify),Scrambled,Coffee,iPhone,35-44,Beach,Window,Electric
Neither agree nor disagree,Disagree,Agree,Agree,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,At work,I squeeze it from the top.,Democrats,Agree,Agree,Yes,Sour Cream and Onion,Female,"Doctoral degree (PhD, MD, JD or other professional degree)",Rock,Scrambled,Juice,iPhone,25-34,Cities,Middle,Electric
Agree,Disagree,Disagree,Disagree,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,At a bar / nightclub,I squeeze and/or roll it from the back to the front.,Republicans,Agree,Agree,No,Original / Plain,Female,Bachelor's degree,Pop,Scrambled,Coffee,Android,55-64,Beach,Aisle,Gas
